Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@2339881d.as(iqi.a1157748-89aa-4a9a-b8ce-3ae699e42e7d)
     1,     91,    91,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.190.html)"
     1,    127,   127,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.402.html)"
     1,    128,   128,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, bodegaGarantia_properties.html)"
     1,    330,   330,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.210.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MinLog (embedded)).as(default)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RecordGenerator_java.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, itoxmsg_en_US_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@1a01b71e.as(iqi.0e4a338e-0a70-46e0-abac-016bd80d14e0)
     1,     90,    90,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Loggers_java.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(2b05906b-0ca6-4e7d-a2db-2ffd232ebeca)"
     1,     26,    26,00, "FreeMarkerIterationOperation.render(/reports/templates/about_windup.ftl, about_global.html)"
     1,     60,    60,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, generaDocCobro_properties.html)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, configinhalambria_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XMLUnit (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Rythm Template Engine (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,iLog (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@478faa3a.as(iqi.38765e7e-c8ed-4f6a-8ba2-d9b85c61d625)
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, leads_properties.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.364.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.187.html)"
     1,     46,    46,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.249.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Geronimo JTA (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@65402ffb.as(iqi.ba0fe859-c5db-4df9-a66b-de73e2b5d5aa)
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.330.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@12a3c33d.as(iqi.4ba63d49-d20c-4cee-9a5d-33d3fdeba848)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(da90e2ed-c219-4ed6-a250-7b2f60e536f4)"
     1,     46,    46,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ayuda_properties.html)"
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.140.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XACML (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Stateful).as(default)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.202.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, validaDiagnosticoTecnico_properties.html)"
     1,   2063,  2063,00, "FreeMarkerIterationOperation.render(/reports/templates/unparsable_files.ftl, Unparsable_SIGRU_ear.html)"
 51240,      2,     0,00, GraphService.findAllByProperty(qualifiedName)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicoContainer (embedded)).as(default)"
     1,     16,    16,00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*jdbc.*\.jar$).as(default)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.185.html)"
     1,      1,     1,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(da5d7fd2-83ba-495f-a1d1-d45df039aabc)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, prearribo_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4a3194a3.as(iqi.640009c7-61ca-4fe9-8171-fc03016d9d56)
     1,     26,    26,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ReportFactory_java.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBehave (embedded)).as(default)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.284.html)"
     1,     80,    80,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.369.html)"
     1,      9,     9,00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*teiid.*\.jar$).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,0MQ Client (embedded)).as(default)"
     1,     71,    71,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, trasladoAf_properties.html)"
     1,   1727,  1727,00, getTechnologyTagsForProjectTraversal
     1,     90,    90,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, adminTarifaTemparioComp_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cloudera (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(fbcb8672-9bc9-405f-a3b4-22790b09edde)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Meecrowave JTA (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ehcache (embedded)).as(default)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaLiquidacionCosto_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AspectJ (embedded)).as(default)"
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoMovimiento_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Guava Testing (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jersey (embedded)).as(default)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, vennissanMsj_properties.html)"
     1,     19,    19,00, Query.fromType(org.jboss.windup.rules.apps.java.model.project.MavenProjectModel).as(default)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@372bb6ab.as(iqi.5ba50f33-bcc4-4148-95fc-c816de187703)
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.207.html)"
     1,     73,    73,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaSolicitudReclamoGarantia_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@5ec5470d.as(iqi.7b02b733-f622-4a23-b458-da863db9205f)
     1,    105,   105,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoCompra_properties.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.180.html)"
     1,     44,    44,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.283.html)"
     1,    141,   141,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.339.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GlassFish JTA (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate (embedded)).as(default)"
     1,    167,   167,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.423.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache HBase Client).as(default)"
     1,    110,   110,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, matrizMsg_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PrimeFaces (embedded)).as(default)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambioTipoServicio_properties.html)"
     1,    125,   125,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, facturaOtrosIngresos_properties.html)"
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.115.html)"
     1,     79,    79,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.98.html)"
     1,      2,     2,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Transactions (embedded)).as(default)"
     1,     98,    98,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SofaLocalMsj_properties.html)"
     1,     45,    45,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudCotizacionSeguroMB_java.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4879ab16.as(iqi.db2ab2da-958c-4797-85f3-a518c2e09bf3)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(3e16a3c5-c13d-4886-b675-2fe0f6a3e79c)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(3d20d12b-bcaa-4f8a-aa46-2b03323b1b85)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Arquillian (embedded)).as(default)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.343.html)"
     1,     37,    37,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FormatoCotizacionMsg_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(a93ba492-c5d4-4178-8254-81159109765f)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AMQP Client (embedded)).as(default)"
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Stats_java.html)"
     1,    113,   113,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.123.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, contratoFabrica_properties.html)"
     1,     65,    65,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, adicionarFallaSintoma_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(562acd80-545f-40e2-b616-517598e4fe3b)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Swagger (embedded)).as(default)"
     1,     46,    46,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.211.html)"
     1,    119,   119,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, solicitudesCambio_properties.78.html)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ingresoInventarioMsj_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMustache (embedded)).as(default)"
     1,     19,    19,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, vnr_properties.html)"
     1,     80,    80,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, solicitudDocImportacion_properties.32.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(ea31f62e-1157-423d-82e6-4d7bd26a7107)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(5e67e947-bdd2-4408-a73d-ff61ae84e87b)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, administracionProvisionTraslado_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(29c785b9-2bb4-41ea-8d65-abea52e56d42)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Blitz4j (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(2047dc01-bd5f-4c96-8874-cd3d2cf0ed4c)"
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).as(default)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@76cbd82a.as(iqi.7a57c385-bd7b-46f6-9d96-d77e788351c6)
     1,     30,    30,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambioGrupo_properties.html)"
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaProgramados_properties.html)"
     1,     41,    41,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, rolesCargos_properties.html)"
     1,     26,    26,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, envioCorreoRetiroInventario_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFreeChart (embedded)).as(default)"
     1,     75,    75,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.html)"
     1,    139,   139,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.110.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@700ce71b.as(iqi.b3f3658f-2a6c-4b07-b65d-a577ddd840bc)
393860,    366,     0,00, TypeInterestFactory.matchesAny(text).manualSearch
     1,     42,    42,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-ejb-jar-bnd.xmi).has(rootTagName,EQUALS,EJBJarBinding).as(default)"
     1,     88,    88,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.209.html)"
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaBoletin_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(efe85ad6-d62f-4c11-af6c-d2c96920aea3)"
     1,     45,    45,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, buque_properties.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, solicitudDocImportacion_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ServiceMix (embedded)).as(default)"
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NotImplementedFunction_java.html)"
     1,     37,    37,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.276.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(f1fa8ff7-cc33-4f88-bb0c-d1b6d584dfaa)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, impresionContingencia_properties.html)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaRetiros_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(ba33cd8c-fdb6-4206-86ed-4c82f691b953)"
     1,     37,    37,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.308.html)"
     1,     21,    21,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.71.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.370.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Restito (embedded)).as(default)"
     1,     49,    49,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.335.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OCPsoft Logging Utils (embedded)).as(default)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, controlRecibos_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@7c75ef07.as(iqi.43d39d18-30ad-430c-aacc-7870e46d7a50)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Composite Logging JCL (embedded)).as(default)"
     1,    135,   135,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ImageCaptchaEngine_java.html)"
     1,     46,    46,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.150.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsDestinationModel).gremlin().has(destinationType,EQUALS,QUEUE).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule Functional Test Framework (embedded)).as(default)"
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.270.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micro DI (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Boot (embedded)).as(default)"
     1,    204,   204,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.72.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to Socket Handler).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@35bae117.as(iqi.522f84c3-9f64-40f5-8ae1-31aed68da53e)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XFire (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6b353495.as(iqi.23a447ed-14c8-4f83-8395-8d3d34be2789)
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Qpid Client (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,DVSL (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,tinylog (embedded)).as(default)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.189.html)"
     1,     44,    44,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.208.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4f39ad1.as(iqi.b8a8cf19-8d76-4365-8f57-1c783441824c)
     1,     74,    74,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pedidoFabrica_properties.html)"
     1,     88,    88,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pagoSIM_properties.html)"
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.152.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(814fbaac-fa9a-4fe2-a92b-8afbc0ca910b)"
     1,     32,    32,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pagoSIM_properties.29.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.157.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@13a28d38.as(iqi.faeed3d5-248a-4424-ae83-06bd3e8e53db)
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.275.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, conVencalfi_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Camunda (embedded)).as(default)"
     1,     73,    73,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, origenFabrica_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(06660e31-f892-4a70-8136-c029e4713a16)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@7a5866be.as(iqi.60a20994-ecdc-467a-b1c6-333ca06ceb48)
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cruceCuentaClienteProveedor_properties.html)"
     1,     53,    53,00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*myfaces-[(api)|(impl)|(bundle)].*\.jar$).as(default)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cargaGarantiasMazda_properties.html)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.143.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@a1e2056.as(iqi.659111db-bab5-4815-8abc-c551d6bd7cd3)
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.376.html)"
   593,    516,     0,87, DiscoverPropertiesFilesRuleProvider.perform
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EtlUnit (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@30927d2d.as(iqi.62c37777-27f3-42f2-b51e-be19b469a6d9)
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ServiceSendSoap_java.85.html)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, emailAsesoresSoat_properties.83.html)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.111.html)"
     1,     58,    58,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, carpetaVirtualFacturacion_properties.html)"
     1,     95,    95,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, competencias_properties.41.html)"
     1,     31,    31,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.304.html)"
     1,     48,    48,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteCompras_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@2f18de24.as(iqi.98f261e1-da1f-4d8d-aabe-c08d7068afb5)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@41d3042b.as(iqi.e949f59a-a4d4-4d05-951c-c3c7d69b54e7)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 JTA (embedded)).as(default)"
     1,    332,   332,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.212.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Portlet (embedded)).as(default)"
     1,     80,    80,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.377.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Log4J (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OPS4J Pax Logging Service (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AOP Alliance (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(e55d0767-f956-4a0a-86c1-a28c407c4112)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@649c9f8c.as(iqi.eff88759-00f9-4c2d-8f32-8c605f05ec66)
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, creacionInventarioDealer_properties.html)"
     1,    102,   102,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.378.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, nodos_properties.40.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMockit (embedded)).as(default)"
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.216.html)"
  1856,     20,     0,01, getMigrationEffortPointsForFile
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Chunk Templates (embedded)).as(default)"
     1,    117,   117,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TCRMServicesWebServiceSoapBindingStub_java.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Axis2 (embedded)).as(default)"
